,Lowest distortion,A,B,Radius A [ang],Radius B [ang],Formation energy [eV/atom],Stability [eV/atom],Volume per atom [A^3/atom],Band gap [eV],a [ang],Vacancy energy [eV/O atom],Stability (log[eV/atom]),Vacancy energy (log[eV/O atom]),Magnetic moment (^2[mu_B]),Valence B_1,Valence B_2,Valence B_3,Valence B_4,Valence B_5,Valence B_element not in BV,Valence B_not balanced
3021,1,42,29,0.95,1.38,-2.726,0.22,17.925,2.409,5.479,,-2.1844245711374275,,0.0,0,0,0,0,0,1,0
3022,0,42,30,0.95,1.03,-1.857,1.393,18.457,0.0,4.519,1.225,0.47819525793916595,0.29278174922784594,0.16000000000000003,0,0,0,0,0,1,0
3023,1,42,31,0.95,0.76,-2.934,0.029,11.029,3.419,5.195,0.486,-5.107803289534515,-1.0409717810563062,0.0,0,0,0,0,0,1,0
3024,0,42,32,0.95,0.86,-2.603,0.772,14.472,0.0,4.167,3.934,-0.3733272473940066,1.9759969576164431,0.146689,0,0,0,0,0,1,0
3025,0,42,33,0.95,0.72,-2.484,0.554,11.029,0.0,3.806,3.097,-0.8520421186128986,1.6308713830125758,0.04000000000000001,0,0,0,0,0,1,0
3026,0,42,34,0.95,0.62,-2.024,0.65,12.006,0.0,3.916,2.564,-0.6214883767462702,1.358396261956654,1.44,0,0,0,0,0,1,0
3027,0,42,35,0.95,0.62,-1.715,0.79,12.961,0.0,4.017,,-0.3400754415976217,,0.133956,0,0,0,0,0,1,0
3028,1,42,36,0.95,1.02,-2.759,0.156,13.836,3.279,5.442,-3.035,-2.6803820657998387,,0.0,0,0,0,0,0,1,0
3029,0,42,37,0.95,0.68,-1.98,0.741,13.421,0.0,4.064,1.448,-0.43245455235625324,0.5340616024211182,0.22944099999999998,0,0,0,0,0,1,0
3030,0,42,38,0.95,0.98,-1.968,1.237,17.652,0.0,4.452,,0.30684550031428276,,0.15840400000000002,0,0,0,0,0,1,0
3031,0,42,39,0.95,0.59,-1.822,0.533,10.976,0.0,3.8,1.724,-0.9077925619029111,0.7857597744270111,0.015876,0,0,0,0,0,1,0
3032,0,42,40,0.95,0.86,-2.366,0.79,16.51,0.0,4.354,,-0.3400754415976217,,1.430416,0,0,0,0,0,1,0
3033,0,42,41,0.95,0.57,-1.092,1.116,12.579,0.0,3.977,-1.791,0.15833702716710066,,0.08468099999999999,0,0,0,0,0,1,0
3034,0,42,42,0.95,0.91,-1.768,1.021,18.002,0.0,4.482,,0.02998286621571431,,0.6068410000000001,0,0,0,0,0,1,0
3035,1,42,43,0.95,0.99,-2.224,0.186,17.36,1.193,5.806,-1.697,-2.4266254735540556,,0.04000000000000001,0,0,0,0,0,1,0
3036,0,42,44,0.95,0.75,-1.166,1.001,12.866,0.0,4.007,-1.2,0.0014419741739063216,,0.09922500000000001,0,0,0,0,0,1,0
3037,0,42,45,0.95,0.97,-2.062,1.171,17.294,0.0,4.422,2.216,0.22774107583912812,1.1479578813871014,0.15840400000000002,0,0,0,0,0,1,0
3038,0,42,46,0.95,0.92,-1.888,1.294,18.213,0.0,4.499,0.29,0.37183761733042053,-1.7858751946471527,0.15840400000000002,0,0,0,0,0,1,0
3039,0,42,47,0.95,0.67,-0.96,1.136,13.395,0.0,4.061,-1.815,0.18396283484259487,,0.128164,0,0,0,0,0,1,0
3041,1,42,49,0.95,1.52,-2.7,0.228,19.54,2.207,5.412,,-2.1328942704973453,,0.0,0,0,0,0,0,1,0
3042,0,42,50,0.95,0.57,-1.293,1.078,12.557,0.0,3.975,-0.585,0.10835717809041852,,0.08065599999999999,0,0,0,0,0,1,0
3043,0,42,51,0.95,0.61,-1.295,0.876,12.432,0.0,3.961,-1.288,-0.19099722506091363,,0.08702499999999999,0,0,0,0,0,1,0
3044,0,42,52,0.95,0.62,-1.338,0.901,12.23,0.0,3.94,-1.409,-0.15040098884854844,,0.057121,0,0,0,0,0,1,0
3045,0,42,53,0.95,0.68,-1.13,1.256,15.457,0.0,4.26,-0.278,0.32883646422954,,0.23136099999999998,0,0,0,0,0,1,0
3046,0,42,54,0.95,0.75,-2.751,0.547,13.051,0.0,4.026,4.351,-0.8703872618695303,2.1213470168784423,0.1369,0,0,0,0,0,1,0
3047,0,42,55,0.95,0.4,-1.841,0.981,11.147,0.0,3.82,1.99,-0.027674958442848348,0.9927684307689242,0.23136099999999998,0,0,0,0,0,1,0
3048,0,42,56,0.95,0.96,-2.118,1.127,17.003,0.0,4.397,,0.17248751551013403,,0.15760900000000003,0,0,0,0,0,1,0
3049,0,42,57,0.95,0.69,-1.34,1.134,13.815,0.0,4.103,,0.18142064028014165,,0.265225,0,0,0,0,0,1,0
3050,3,42,58,0.95,1.18,-2.718,0.463,17.429,0.678,3.796,-8.015,-1.1109159014018506,,0.04000000000000001,0,0,0,0,0,1,0
3051,0,42,59,0.95,0.68,-2.061,0.675,13.081,0.0,4.029,1.586,-0.5670405927238937,0.6653927710418914,0.156816,0,0,0,0,0,1,0
3052,0,42,60,0.95,0.84,-2.194,0.981,15.923,0.0,4.302,2.993,-0.027674958442848348,1.581592278836014,0.154449,0,0,0,0,0,1,0
3053,0,42,61,0.95,0.6,-1.481,0.888,12.438,0.0,3.962,-0.246,-0.17136841831198107,,0.021025,0,0,0,0,0,1,0
3054,0,42,62,0.95,0.77,-0.832,1.418,15.408,0.0,4.255,-0.625,0.503857532577429,,0.254016,0,0,0,0,0,1,0
3055,0,42,63,0.95,0.94,-2.162,1.309,19.206,0.0,4.579,0.173,0.38846509728315365,-2.5311560570253624,0.3283289999999999,0,0,0,0,0,1,0
3056,1,42,64,0.95,0.71,-2.832,0.125,12.303,0.0,5.419,4.256,-3.0,2.089498150839103,0.04000000000000001,0,0,0,0,0,1,0
3057,1,42,65,0.95,1.2,-1.938,0.625,15.913,0.0,5.991,-0.857,-0.6780719051126376,,0.041209,0,0,0,0,0,1,0
3058,0,42,66,0.95,0.96,-2.533,0.828,14.962,0.0,4.214,3.81,-0.2722973271627619,1.9297909977185974,0.149769,0,0,0,0,0,1,0
3060,0,42,68,0.95,0.64,-2.264,0.5,12.113,0.0,3.927,2.604,-1.0,1.3807294485035486,0.6400000000000001,0,0,0,0,0,1,0
3061,0,42,69,0.95,0.63,-1.574,0.938,13.012,0.0,4.022,0.05,-0.09234017214671059,-4.321928094887363,0.21715600000000002,0,0,0,0,0,1,0
3062,0,42,70,0.95,0.9,-2.353,0.946,15.618,0.0,4.274,3.128,-0.08008791132269191,1.6452405126452652,0.15288100000000002,0,0,0,0,0,1,0
3063,0,42,71,0.95,0.95,-0.951,2.356,25.247,0.341,5.016,-12.498,1.2363395391683736,,0.04000000000000001,0,0,0,0,0,1,0
3064,0,42,72,0.95,0.74,-1.765,0.754,11.677,0.0,3.879,0.884,-0.4073635713934228,-0.17788172527065546,0.04161599999999999,0,0,0,0,0,1,0
3065,0,42,73,0.95,0.72,-2.358,0.752,14.262,0.0,4.147,2.907,-0.41119543298444966,1.5395310714741504,0.201601,0,0,0,0,0,1,0
3066,0,43,1,1.49,1.12,-1.799,0.608,19.884,0.0,4.633,-0.558,-0.7178567712185016,,0.0121,0,0,0,0,0,1,0
3067,1,43,2,1.49,0.95,-0.677,0.097,13.293,0.0,5.52,-0.648,-3.365871442474959,,,0,0,0,0,0,0,1
3068,1,43,3,1.49,0.54,-2.115,0.135,10.835,0.0,5.314,0.559,-2.888968687611256,-0.8390798118188968,,0,0,0,0,0,0,1
3069,3,43,4,1.49,0.52,-1.363,0.165,13.674,0.0,3.874,1.954,-2.599462070416271,0.9664304673062982,,0,0,0,0,0,0,1
3070,1,43,5,1.49,0.93,-0.606,0.157,13.635,0.0,5.683,0.078,-2.67116353577046,-3.6803820657998387,,0,0,0,0,0,1,0
3071,0,43,6,1.49,0.27,-0.901,1.074,8.811,0.0,3.532,-0.351,0.10299399332332565,,,0,0,0,0,0,0,1
3072,1,43,7,1.49,1.35,-1.723,0.224,19.236,0.367,6.153,-1.982,-2.158429362604483,,,0,0,0,0,0,0,1
3073,0,43,8,0.94,0.45,-1.23,0.625,9.405,0.0,3.609,-2.682,-0.6780719051126376,,,0,1,0,0,0,0,0
3074,2,43,9,1.49,0.9,-1.257,0.101,15.787,0.0,6.021,0.568,-3.3075728019102923,-0.8160371651574051,,0,0,0,0,0,0,1
3075,0,43,10,1.49,1.0,-1.165,0.89,16.014,0.0,4.31,-3.853,-0.16812275880832692,,,0,0,0,0,0,0,1
3076,0,43,11,1.49,0.95,-0.598,0.62,14.512,0.0,4.171,-2.36,-0.6896598793878495,,,0,0,0,0,0,0,1
3077,0,43,12,1.49,0.87,-1.755,0.622,18.335,0.0,4.509,-1.369,-0.6850135145314845,,0.038809,0,0,0,1,0,0,0
3078,1,43,13,1.49,0.53,-1.077,0.184,11.444,0.0,5.301,0.756,-2.4422223286050744,-0.4035418604410144,0.026896000000000003,0,0,0,1,0,0,0
3079,1,43,14,1.49,0.55,-1.79,0.08,11.637,0.0,5.425,1.768,-3.643856189774725,0.8221182747293445,0.21902400000000002,0,0,0,1,0,0,0
3080,1,43,15,1.49,1.67,-0.844,0.381,18.534,0.0,4.87,-1.351,-1.392137097168765,,,0,0,0,0,0,0,1
3081,1,43,16,1.49,0.68,-0.931,0.06,11.346,0.0,5.275,-1.079,-4.058893689053568,,,0,0,0,0,0,0,1
3082,1,43,17,1.49,0.99,-2.42,0.122,14.878,0.0,5.805,,-3.0350469470992008,,1e-06,0,0,0,0,0,0,1
3083,1,43,18,1.49,0.89,-2.446,0.119,14.584,0.0,5.766,-0.941,-3.0709665213541437,,0.0,0,0,0,0,0,0,1
3084,1,43,19,1.49,1.06,-1.986,0.191,15.286,0.229,5.932,-2.642,-2.3883554566263383,,0.0,0,0,0,0,0,0,1
3085,1,43,20,1.49,0.59,-1.359,0.083,11.787,0.0,5.42,0.789,-3.5907448533151625,-0.34190279464862844,0.758641,0,0,0,1,0,0,0
3086,1,43,21,1.49,0.62,-1.532,0.138,11.72,0.0,5.418,-0.404,-2.857259827883918,,,0,0,0,0,0,0,1
3087,1,43,22,1.49,0.94,-2.387,0.126,15.16,0.0,5.838,-0.992,-2.9885043611621707,,1e-06,0,0,0,0,0,0,1
3088,3,43,23,1.49,0.53,-1.609,0.152,12.688,0.0,3.668,3.527,-2.7178567712185018,1.8184415757641648,,0,0,0,1,0,0,0
3089,1,43,24,1.49,0.71,-2.824,0.008,13.752,3.019,5.759,,-6.965784284662087,,0.0,0,0,0,1,0,0,0
3090,1,43,25,1.49,1.11,-0.749,0.102,14.797,0.0,5.481,-0.961,-3.2933589426905914,,,0,0,0,0,0,0,1
3091,1,43,26,1.49,0.9,-2.433,0.121,14.71,0.0,5.782,-0.865,-3.0469210473874924,,0.0,0,0,0,0,0,0,1
3092,1,43,27,1.49,0.8,-1.436,0.103,13.805,0.0,5.671,-0.858,-3.279283757478869,,,0,0,0,0,0,0,1
3093,1,43,28,1.49,0.63,-1.015,0.211,12.471,0.0,5.538,1.939,-2.244685095954902,0.9553128034447055,0.0,0,0,0,1,0,0,0
3094,1,43,29,1.49,1.38,-1.137,0.109,18.281,0.0,5.353,-8.146,-3.1975999598851605,,,0,0,0,0,0,0,1
3095,0,43,30,1.49,1.03,-1.905,0.568,18.231,0.0,4.5,-0.96,-0.8160371651574051,,0.04000000000000001,0,0,0,0,0,0,1
3096,0,43,31,1.49,0.76,-0.608,0.738,10.351,0.0,3.727,-4.297,-0.438307278601691,,,0,0,0,0,0,0,1
3097,1,43,32,1.49,0.86,-2.482,0.116,14.161,0.0,5.714,-0.616,-3.1078032895345147,,0.0,0,0,0,0,0,0,1
3098,0,43,33,1.49,0.72,-1.304,0.543,12.14,0.0,3.93,-3.405,-0.8809758968577254,,,0,0,0,0,0,0,1
3099,1,43,34,1.49,0.53,-1.56,0.065,11.666,0.0,5.442,1.118,-3.9434164716336326,0.1609201881811032,0.398161,0,0,0,1,0,0,0
3100,3,43,35,1.49,0.65,-1.751,0.137,12.931,0.0,3.999,4.758,-2.86775220170156,2.2503552717630475,0.0,0,0,0,1,0,0,0
3101,1,43,36,1.49,1.02,-0.912,0.342,13.354,0.0,5.683,-6.319,-1.5479317697761892,,,0,0,0,0,0,0,1
3102,1,43,37,1.49,0.68,-2.173,0.127,13.477,0.0,5.739,,-2.977099597889921,,4e-06,0,0,0,1,0,0,0
3103,0,43,38,1.49,0.98,-1.859,0.572,17.985,0.0,4.48,-1.161,-0.8059129478836977,,0.04080400000000001,0,0,0,0,0,0,1
3104,1,43,39,1.49,0.48,-1.163,0.002,11.185,0.0,5.264,-1.411,-8.965784284662087,,0.15760900000000003,0,0,0,1,0,0,0
3105,1,43,40,1.49,0.86,-2.633,0.122,16.074,2.381,6.006,,-3.0350469470992008,,0.36,0,0,0,0,0,1,0
3106,1,43,41,1.49,0.57,-1.088,0.15,12.537,0.0,5.602,3.296,-2.736965594166206,1.7207162425211313,0.026244,0,0,0,0,0,1,0
3107,1,43,42,1.49,0.91,-2.41,-0.022,16.651,1.858,6.054,,,,0.04000000000000001,0,0,0,0,0,1,0
3108,1,43,43,1.49,0.99,-1.18,0.054,15.14,0.516,5.885,1.215,-4.210896782498619,0.2809563138310563,,0,0,0,0,0,0,1
3109,1,43,44,1.49,0.62,-0.901,0.028,12.551,0.0,5.525,0.332,-5.158429362604483,-1.5907448533151622,,0,0,0,1,0,0,0
3110,0,43,45,1.49,0.97,-1.897,0.559,17.646,0.0,4.452,-1.241,-0.8390798118188968,,1e-06,0,0,0,0,0,1,0
3111,0,43,46,1.49,0.85,-1.8,0.605,17.71,0.0,4.457,-1.388,-0.7249929525001302,,0.04000000000000001,0,0,0,1,0,0,0
3112,1,43,47,1.49,0.67,-0.899,0.109,12.928,0.0,5.595,0.893,-3.1975999598851605,-0.16326791954086417,1e-06,0,0,0,0,0,1,0
3113,1,43,48,1.49,0.83,-2.54,-0.055,15.812,1.37,5.977,,,,0.6400000000000001,0,0,0,0,0,1,0
3114,1,43,49,1.49,1.52,-1.129,0.098,20.251,0.0,5.609,-2.822,-3.3510744405468786,,,0,0,0,0,0,0,1
3115,0,43,50,1.49,0.63,-1.373,0.183,12.732,0.0,3.993,3.992,-2.4500844463780447,1.9971117206751734,9e-06,0,0,0,1,0,0,0
3116,1,43,51,1.49,0.6,-1.085,0.067,12.223,0.0,5.491,1.584,-3.8996950942043145,0.6635723354175227,0.0,0,0,0,1,0,0,0
3117,1,43,52,1.49,0.62,-1.176,0.112,12.273,0.0,5.531,2.962,-3.158429362604483,1.5665716406267607,0.038025,0,0,0,1,0,0,0
3118,1,43,53,1.49,0.68,-1.447,0.118,14.606,0.0,5.856,2.448,-3.083141235300246,1.2916035580305647,,0,0,0,1,0,0,0
3119,1,43,54,1.49,0.75,-2.402,0.119,13.089,0.0,5.582,-0.488,-3.0709665213541437,,1e-06,0,0,0,0,0,0,1
3120,3,43,55,1.49,0.4,-2.126,0.276,11.559,1.837,3.493,4.91,-1.8572598278839179,2.2957230245399685,,0,0,0,1,0,0,0
3121,0,43,56,1.49,0.96,-1.919,0.548,17.381,0.0,4.429,-1.183,-0.8677522017015602,,6.4e-05,0,0,0,0,0,0,1
3122,2,43,57,1.49,0.69,-1.656,0.058,13.699,1.879,5.759,3.602,-4.107803289534515,1.848798181244189,,0,0,0,1,0,0,0
3123,1,43,58,1.49,1.18,-1.804,0.191,16.528,0.0,6.026,-3.8,-2.3883554566263383,,,0,0,0,0,0,0,1
3124,2,43,59,1.49,0.68,-2.291,0.165,13.368,0.0,5.712,,-2.599462070416271,,0.0,0,0,0,1,0,0,0
3125,1,43,60,1.49,0.76,-2.273,0.124,15.019,0.0,5.822,-0.948,-3.0115879742752116,,1e-06,0,0,0,1,0,0,0
3126,2,43,61,1.49,0.6,-1.442,0.107,12.61,0.0,5.598,3.706,-3.22431729826094,1.8898628813651788,0.108241,0,0,0,0,0,1,0
3127,3,43,62,1.49,0.97,-1.235,0.14,16.283,0.0,4.256,2.828,-2.8365012677171206,1.4997821201473118,,0,0,0,1,0,0,0
3128,1,43,63,1.49,0.94,-2.898,0.173,17.337,2.938,6.109,3.431,-2.5311560570253624,1.7786291258955675,0.0,0,0,0,1,0,0,0
3129,3,43,64,1.49,0.61,-2.517,-0.021,12.85,1.687,3.894,,,,0.0,0,0,0,1,0,0,0
3130,1,43,65,1.49,1.2,-0.978,0.107,14.862,0.0,5.781,-0.911,-3.22431729826094,,,0,0,0,0,0,0,1
3131,1,43,66,1.49,0.96,-2.464,0.119,14.402,0.0,5.744,-0.874,-3.0709665213541437,,0.0,0,0,0,0,0,0,1
3132,1,43,67,1.49,0.89,-2.715,0.105,16.492,1.935,6.032,,-3.2515387669959646,,0.16000000000000003,0,0,0,1,0,0,0
3133,3,43,68,1.49,0.58,-2.05,0.033,13.155,1.006,3.874,3.148,-4.921390165303634,1.6544355408453995,0.04000000000000001,0,0,0,1,0,0,0
3134,0,43,69,1.49,0.66,-1.749,0.225,12.956,0.0,4.016,,-2.15200309344505,,0.0,0,0,0,1,0,0,0
3135,1,43,70,1.49,0.9,-2.399,0.122,14.833,0.0,5.791,-0.732,-3.0350469470992008,,0.0,0,0,0,0,0,0,1
3136,0,43,71,1.49,0.95,-1.386,0.794,14.875,0.0,4.205,-3.066,-0.33278908751912917,,,0,0,0,0,0,0,1
3137,1,43,72,1.49,0.74,-1.255,0.073,11.809,0.0,5.318,-2.368,-3.77595972578207,,,0,0,0,0,0,0,1
3138,1,43,73,1.49,0.72,-2.678,0.03,14.136,2.846,5.8,,-5.058893689053568,,0.0,0,0,0,1,0,0,0
3139,1,44,1,0.75,1.12,-1.838,0.334,15.784,0.0,5.948,-4.68,-1.5820799921880346,,0.0,0,0,0,0,0,1,0
3140,0,44,2,0.76,0.75,0.553,0.991,12.705,0.0,3.99,-5.204,-0.01304303747559888,,,0,0,1,0,0,0,0
3141,0,44,3,0.76,0.54,-1.341,0.551,9.822,0.0,3.662,-1.435,-0.8598757760909292,,,0,0,1,0,0,0,0
3142,0,44,4,0.76,0.58,-0.448,0.649,10.69,0.0,3.767,0.356,-0.6237096166629486,-1.4900508536956893,,0,0,1,0,0,0,0
3143,0,44,5,0.75,0.93,0.523,0.924,13.074,0.0,4.028,-1.681,-0.11403524324602943,,,0,0,0,0,0,1,0
3144,0,44,6,0.76,0.27,-0.392,1.179,7.821,0.0,3.394,-1.727,0.23756371831767567,,,0,0,1,0,0,0,0
3145,2,44,7,0.75,1.35,-1.305,0.231,19.031,0.613,6.594,-9.143,-2.1140352432460294,,,0,0,0,0,0,0,1
3146,0,44,8,0.62,0.45,-0.685,0.761,8.288,0.0,3.461,-3.744,-0.3940316411585416,,,0,1,0,0,0,0,0
3147,0,44,9,0.75,0.9,-0.284,0.747,14.509,0.0,4.171,-2.389,-0.4208198518728499,,,0,0,0,0,0,0,1
3148,2,44,10,0.75,1.0,-1.339,0.375,14.223,0.536,6.0,-8.953,-1.415037499278844,,,0,0,0,0,0,0,1
3149,0,44,11,0.75,0.95,0.39,1.282,13.687,0.0,4.09,-7.23,0.358396261956654,,,0,0,0,0,0,0,1
3150,1,44,12,0.86,0.87,-1.756,0.351,14.554,0.0,5.847,-5.49,-1.5104570643575264,,0.0,0,0,0,1,0,0,0
3151,0,44,13,0.86,0.53,-0.166,0.72,10.092,0.0,3.695,-0.712,-0.4739311883324124,,0.0006250000000000001,0,0,0,1,0,0,0
3152,0,44,14,0.86,0.55,-0.972,0.554,10.735,0.0,3.772,0.047,-0.8520421186128986,-4.411195432984449,1e-06,0,0,0,1,0,0,0
3153,1,44,15,0.75,1.67,-0.714,0.188,19.999,0.0,6.351,-11.243,-2.41119543298445,,,0,0,0,0,0,0,1
3154,0,44,16,0.76,0.54,0.102,0.716,10.167,0.0,3.704,-3.672,-0.4819685073978307,,,0,0,1,0,0,0,0
3155,0,44,17,0.76,0.91,-1.171,1.034,16.232,0.0,4.33,-4.539,0.048236185652847624,,0.355216,0,0,1,0,0,0,0
3156,0,44,18,0.76,0.89,-1.233,0.975,15.769,0.0,4.288,-4.271,-0.03652587602511404,,0.358801,0,0,1,0,0,0,0
3157,1,44,19,0.76,0.95,-1.498,0.386,13.416,0.0,5.834,-6.021,-1.3733272473940066,,0.0,0,0,1,0,0,0,0
3158,0,44,20,0.76,0.65,-0.509,0.576,10.699,0.0,3.768,-1.858,-0.7958592832197748,,0.16000000000000003,0,0,1,0,0,0,0
3159,0,44,21,0.76,0.62,-0.575,0.735,10.97,0.0,3.8,-3.072,-0.44418384493836033,,,0,0,1,0,0,0,0
3160,0,44,22,0.76,0.94,-1.012,1.218,16.679,0.0,4.369,-5.74,0.2845141332442453,,0.0016,0,0,1,0,0,0,0
3161,0,44,23,0.86,0.53,-0.737,0.656,10.377,0.0,3.73,0.441,-0.6082322800440033,-1.1811494391045665,,0,0,0,1,0,0,0
3162,0,44,24,0.86,0.71,-1.905,0.658,13.454,0.0,4.067,-0.19,-0.6038405109268454,,0.155236,0,0,0,1,0,0,0
3163,1,44,25,0.75,1.11,-0.193,0.332,12.738,0.0,5.377,-6.56,-1.5907448533151622,,,0,0,0,0,0,0,1
3164,0,44,26,0.76,0.9,-1.203,0.994,15.991,0.0,4.308,-4.397,-0.008682243099800882,,0.36,0,0,1,0,0,0,0
3165,0,44,27,0.76,0.8,-0.175,1.007,13.874,0.0,4.109,-4.979,0.01006368334469748,,,0,0,1,0,0,0,0
3166,0,44,28,0.86,0.63,-0.197,0.702,11.656,0.0,3.877,1.11,-0.5104570643575264,0.1505596765753814,3.6e-05,0,0,0,1,0,0,0
3167,1,44,29,0.75,1.38,-0.714,0.237,17.378,0.0,5.907,-14.989,-2.077041035763828,,,0,0,0,0,0,0,1
3168,1,44,30,0.76,1.03,-1.869,0.334,14.471,0.0,5.815,-5.572,-1.5820799921880346,,0.0,0,0,1,0,0,0,0
3169,0,44,31,0.75,0.76,0.081,1.132,8.929,0.0,3.547,-6.635,0.17887395816979512,,,0,0,0,0,0,0,1
3170,0,44,32,0.76,0.86,-1.321,0.92,14.877,0.0,4.206,-3.88,-0.12029423371771175,,0.34809999999999997,0,0,1,0,0,0,0
3171,0,44,33,0.75,0.72,-0.535,0.921,10.898,0.0,3.791,-5.454,-0.11872693857075141,,,0,0,0,0,0,0,1
3172,0,44,34,0.86,0.53,-0.738,0.572,10.725,0.0,3.771,-1.097,-0.8059129478836977,,0.04000000000000001,0,0,0,1,0,0,0
3173,1,44,35,0.86,0.65,-1.322,0.408,11.176,0.0,5.258,3.431,-1.2933589426905916,1.7786291258955675,0.003025,0,0,0,1,0,0,0
3174,0,44,36,0.75,1.02,0.776,1.765,12.341,0.0,3.952,-10.644,0.8196681834964555,,,0,0,0,0,0,0,1
3175,1,44,37,0.86,0.68,-1.76,0.353,11.769,0.0,5.391,2.5,-1.5022599113909068,1.3219280948873624,0.04000000000000001,0,0,0,1,0,0,0
3176,0,44,38,0.76,0.98,-0.941,1.248,17.921,0.0,4.475,-5.275,0.31961793420016127,,0.36,0,0,1,0,0,0,0
3177,0,44,39,0.86,0.48,-0.067,0.69,9.996,0.0,3.684,-3.072,-0.5353317329965557,,0.6577210000000001,0,0,0,1,0,0,0
3178,0,44,40,0.75,0.86,-1.563,0.923,18.698,0.0,4.539,,-0.11559744701631275,,0.04000000000000001,0,0,0,0,0,1,0
3179,1,44,41,0.75,0.57,-0.676,0.305,10.869,0.0,5.251,2.777,-1.7131188522118386,1.473527177156759,4e-06,0,0,0,0,0,1,0
3180,3,44,42,0.75,0.91,-2.167,-0.048,16.975,0.0,4.235,2.262,,1.1775989293277334,0.0,0,0,0,0,0,1,0
3181,1,44,43,0.86,0.78,-0.656,0.273,13.025,0.0,5.382,-3.693,-1.8730271437422346,,,0,0,0,1,0,0,0
3182,0,44,44,0.76,0.76,0.207,0.726,12.035,0.0,3.919,-2.526,-0.4619585466663364,,,0,0,1,0,0,0,0
3183,1,44,45,0.75,0.97,-1.829,0.331,13.745,0.0,5.695,-5.166,-1.5950968778548693,,0.0,0,0,0,0,0,1,0
3184,1,44,46,0.76,0.99,-1.781,0.356,14.24,0.0,5.785,-5.349,-1.4900508536956893,,0.0,0,0,1,0,0,0,0
3185,0,44,47,0.75,0.67,0.123,0.827,12.306,0.0,3.948,-0.514,-0.2740407654908124,,0.279841,0,0,0,0,0,1,0
3186,0,44,48,0.75,0.83,-1.478,0.738,15.514,0.0,4.265,-0.228,-0.438307278601691,,0.16080100000000003,0,0,0,0,0,1,0
3187,0,44,49,0.75,1.52,1.247,2.143,15.965,0.0,4.306,-14.653,1.0996318500144604,,,0,0,0,0,0,0,1
3188,0,44,50,0.86,0.63,-0.958,0.562,11.548,0.0,3.865,3.701,-0.8313579644411608,1.8879151356381334,0.001024,0,0,0,1,0,0,0
3189,0,44,51,0.86,0.6,-0.137,0.745,11.644,0.0,3.876,-0.412,-0.42468766931256313,,0.140625,0,0,0,1,0,0,0
3190,0,44,52,0.86,0.62,-0.455,0.564,11.384,0.0,3.847,1.85,-0.8262329322632936,0.8875252707415875,0.000169,0,0,0,1,0,0,0
3191,0,44,53,0.86,0.68,-0.726,0.525,12.358,0.0,3.953,1.009,-0.929610672108602,0.01292617444427005,,0,0,0,1,0,0,0
3192,0,44,54,0.76,0.75,-1.289,0.874,13.009,0.0,4.022,-3.967,-0.1942948151614887,,2.5e-05,0,0,1,0,0,0,0
3193,0,44,55,0.86,0.4,-1.372,0.732,9.053,0.0,3.564,1.398,-0.4500844463780446,0.4833643607133493,,0,0,0,1,0,0,0
3194,0,44,56,0.76,0.96,-1.01,1.156,17.017,0.0,4.398,-5.138,0.20914139783859165,,0.36,0,0,1,0,0,0,0
3195,0,44,57,0.86,0.69,-0.679,0.753,12.972,0.0,4.018,-0.903,-0.4092782299901589,,,0,0,0,1,0,0,0
3196,2,44,58,0.75,1.18,-1.31,0.326,16.018,0.599,6.077,-9.287,-1.6170561304310094,,,0,0,0,0,0,0,1
3197,1,44,59,0.86,0.68,-1.982,0.339,11.713,0.0,5.416,3.197,-1.560642821525743,1.6767187441184332,0.04000000000000001,0,0,0,1,0,0,0
3198,0,44,60,0.86,0.76,-1.006,1.063,16.456,0.0,4.349,-4.687,0.08814159686901755,,0.351649,0,0,0,1,0,0,0
3199,1,44,61,0.75,0.6,-0.992,0.288,10.846,0.0,5.218,2.926,-1.7958592832197748,1.5489297694764,6.4e-05,0,0,0,0,0,1,0
3200,0,44,62,0.86,0.97,-0.408,0.631,13.04,0.0,4.025,0.405,-0.664288089679538,-1.3040061868900998,,0,0,0,1,0,0,0
3201,0,44,63,0.86,0.94,-1.746,1.055,18.304,0.0,4.507,-2.178,0.07724299893246035,,0.18062499999999998,0,0,0,1,0,0,0
3202,0,44,64,0.86,0.61,-1.65,0.555,11.464,0.0,3.856,0.139,-0.8494403234246186,-2.8468432119385794,0.156816,0,0,0,1,0,0,0
3203,0,44,65,0.76,0.89,0.374,1.116,14.691,0.0,4.188,-6.1,0.15833702716710066,,,0,0,1,0,0,0,0
3204,0,44,66,0.76,0.88,-1.27,0.956,15.325,0.0,4.247,-3.996,-0.06491747668133854,,0.36240399999999995,0,0,1,0,0,0,0
3205,0,44,67,0.86,0.89,-1.997,0.555,14.913,0.538,4.209,1.74,-0.8494403234246186,0.7990873060740036,0.0,0,0,0,1,0,0,0
3206,0,44,68,0.86,0.58,-1.267,0.495,10.691,0.0,3.767,1.653,-1.0144995696951151,0.7250867246302268,0.041209,0,0,0,1,0,0,0
3207,0,44,69,0.86,0.66,-1.411,0.546,11.819,0.0,3.895,4.195,-0.8730271437422344,2.0686708106650986,0.0038439999999999998,0,0,0,1,0,0,0
3208,0,44,70,0.76,0.9,-1.149,1.08,16.398,0.0,4.344,-4.518,0.11103131238874393,,0.36,0,0,1,0,0,0,0
